key,name,faction,health,toughness,save,invuln_save,fnp,move,oc,leadership,attacks,hit_probability,strength,ap,weapon_damage_per_shot,range_inches,melee_attacks,melee_hit_probability,melee_strength,melee_ap,melee_damage_per_shot,assault,heavy,pistol,rapid_fire,twin_linked,ignores_cover,torrent,lethal_hits,lance,melta,sustained_hits,devastating_wounds,precision,blast,indirect_fire,hazardous,one_shot,stealth,deep_strike,scout_distance,infiltrators,sticky_objective,lone_operative,fly,deadly_demise,points_cost,anti_keywords,unit_keywords
astra_militarum_library_vendetta_gunship_legends,Vendetta Gunship [Legends],Astra Militarum,14.0,10,2,7,4,6.0,1,7,2,0.5,10,-3,3.5,48,3,0.5,6,0,1.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,True,2,794.1,FLY:2,VEHICLE|FLY
astra_militarum_library_voss_pattern_lightning_legends,Voss-pattern Lightning [Legends],Astra Militarum,14.0,9,3,7,4,6.0,1,7,2,0.5,10,-3,3.5,48,6,0.5,8,0,1.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,True,3,479.1,FLY:2,VEHICLE|FLY
astra_militarum_library_vulture_gunship_legends,Vulture Gunship [Legends],Astra Militarum,14.0,10,2,7,4,6.0,1,7,3,0.5,5,-1,2.0,36,6,0.5,4,0,1.0,False,False,False,0,False,False,False,False,False,0,1,False,False,False,False,False,False,False,False,0,False,False,False,True,3,697.5,,VEHICLE|FLY
astra_militarum_library_wyvern,Wyvern,Astra Militarum,11.0,9,3,7,4,6.0,3,7,7,0.5,5,0,1.0,48,3,0.5,6,0,1.0,False,False,False,0,True,False,False,False,False,0,0,False,False,True,True,False,False,False,False,0,False,False,False,False,2,300.0,,VEHICLE
black_templars_black_templars_gladiator_lancer,Black Templars Gladiator Lancer,Black Templars,12.0,10,3,7,5,6.0,3,6,2,0.667,14,-4,6.5,72,3,0.5,6,0,1.0,False,True,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,2,757.7,,VEHICLE
black_templars_black_templars_gladiator_reaper,Black Templars Gladiator Reaper,Black Templars,12.0,10,3,7,5,6.0,3,6,2,0.667,9,-4,3.5,18,3,0.5,6,0,1.0,False,False,False,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,0,False,False,False,False,2,532.6,,VEHICLE
black_templars_black_templars_gladiator_valiant,Black Templars Gladiator Valiant,Black Templars,12.0,10,3,7,5,6.0,3,6,2,0.667,10,-3,4.5,36,3,0.5,6,0,1.0,False,False,False,0,True,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,2,551.4,,VEHICLE
black_templars_black_templars_impulsor,Black Templars Impulsor,Black Templars,11.0,9,3,7,5,6.0,2,6,2,0.667,9,-4,3.5,18,3,0.5,6,0,1.0,False,False,False,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,0,False,False,False,False,2,510.1,,VEHICLE
black_templars_black_templars_repulsor,Black Templars Repulsor,Black Templars,16.0,12,3,7,5,6.0,5,6,2,0.667,10,-3,4.5,36,6,0.5,8,0,1.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,3,641.4,,VEHICLE
black_templars_black_templars_repulsor_executioner,Black Templars Repulsor Executioner,Black Templars,16.0,12,3,7,5,6.0,5,6,2,0.667,16,-4,7.5,72,6,0.5,8,0,1.0,False,True,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,3,922.8,,VEHICLE
black_templars_castellan,Castellan,Black Templars,4.0,4,3,7,4,6.0,1,6,1,0.667,4,-1,1.0,18,4,0.833,5,-2,2.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,41.3,,CHARACTER|INFANTRY
black_templars_chaplain_grimaldus,Chaplain Grimaldus,Black Templars,4.0,4,3,4,5,6.0,1,5,1,0.833,8,-2,2.0,12,5,0.833,6,-2,2.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,True,False,False,False,0,False,False,False,False,0,92.5,,INFANTRY|CHARACTER
black_templars_crusader_squad,Crusader Squad,Black Templars,2.0,4,4,7,5,6.0,2,6,2,0.667,4,0,1.0,12,3,0.667,4,-2,1.0,True,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,21.3,,INFANTRY|BATTLELINE
black_templars_high_marshal_helbrecht,High Marshal Helbrecht,Black Templars,5.0,4,2,4,7,6.0,2,5,2,0.833,5,-1,2.0,24,6,0.833,8,-3,3.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,False,0,False,False,False,False,0,150.0,INFANTRY:4,CHARACTER|INFANTRY
black_templars_marshal,Marshal,Black Templars,5.0,4,3,4,4,6.0,1,6,1,0.833,8,-2,2.0,12,6,0.833,5,-2,2.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,True,False,False,False,0,False,False,False,False,0,100.0,,CHARACTER|INFANTRY
black_templars_primaris_crusader_squad,Primaris Crusader Squad,Black Templars,2.0,4,3,7,5,6.0,2,6,4,1.0,4,0,1.0,12,3,0.667,5,-2,1.0,False,False,True,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,False,6,False,False,False,False,0,54.4,,INFANTRY|BATTLELINE
black_templars_primaris_sword_brethren,Primaris Sword Brethren,Black Templars,3.0,4,3,7,5,6.0,1,6,3,0.963,4,0,1.0,12,3,0.55,7,-2,1.9,False,False,True,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,57.4,,INFANTRY
black_templars_the_emperor_s_champion,The Emperor's Champion,Black Templars,5.0,4,2,4,7,6.0,1,6,1,0.833,4,0,1.0,12,6,0.833,8,-3,3.0,False,False,True,0,False,False,False,False,False,0,0,False,True,False,False,False,False,False,False,0,False,False,False,False,0,84.4,,CHARACTER|INFANTRY
blood_angels_astorath,Astorath,Blood Angels,5.0,4,2,4,7,6.0,1,5,6,0.833,7,-3,2.0,1,6,0.833,7,-3,2.0,False,False,False,0,False,False,False,False,False,0,0,True,True,False,False,False,False,False,True,0,False,False,False,True,0,449.8,,CHARACTER|INFANTRY|FLY
blood_angels_baal_predator,Baal Predator,Blood Angels,11.0,10,3,7,5,6.0,3,6,6,1.0,6,-2,2.0,18,3,0.5,6,0,1.0,True,False,False,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,2,637.5,,VEHICLE
blood_angels_blood_angels_captain,Blood Angels Captain,Blood Angels,5.0,4,3,4,4,6.0,1,6,1,0.667,8,-4,2.0,6,6,0.833,5,-2,2.0,False,False,True,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,112.5,,INFANTRY|CHARACTER
blood_angels_brother_corbulo_legends,Brother Corbulo [Legends],Blood Angels,4.0,4,3,7,5,6.0,1,6,1,0.833,4,0,1.0,12,6,0.833,5,-1,1.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,39.4,,CHARACTER|INFANTRY
blood_angels_captain_tycho_legends,Captain Tycho [Legends],Blood Angels,4.0,4,2,4,7,6.0,1,6,2,0.833,4,-1,2.0,24,6,0.833,4,-1,2.0,False,False,False,0,False,False,False,False,False,2,0,True,False,False,False,False,False,False,False,0,False,False,False,False,0,116.2,INFANTRY:4,CHARACTER|INFANTRY
blood_angels_chief_librarian_mephiston,Chief Librarian Mephiston,Blood Angels,6.0,5,2,7,4,6.0,1,6,3,0.833,5,-2,2.0,18,6,0.833,9,-3,2.0,False,False,True,0,False,False,False,False,False,0,3,False,False,False,False,True,False,False,False,0,False,False,True,False,0,284.9,,CHARACTER|INFANTRY|PSYKER
blood_angels_commander_dante,Commander Dante,Blood Angels,6.0,4,2,4,7,6.0,1,6,1,0.833,9,-4,3.5,6,8,0.833,8,-3,2.0,False,False,True,0,False,False,False,False,False,2,2,False,False,False,False,False,False,False,True,0,False,False,False,True,0,254.0,,CHARACTER|INFANTRY|FLY
blood_angels_death_company_captain,Death Company Captain,Blood Angels,5.0,4,3,4,4,6.0,1,6,1,0.667,8,-4,2.0,6,6,0.833,5,-2,2.0,False,False,True,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,112.5,,INFANTRY|CHARACTER
blood_angels_death_company_captain_with_jump_pack,Death Company Captain with Jump Pack,Blood Angels,5.0,4,3,4,4,6.0,1,6,4,1.0,3,0,1.0,12,6,0.833,5,-2,2.0,False,False,True,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,True,0,63.8,,CHARACTER|INFANTRY|FLY
blood_angels_death_company_dreadnought,Death Company Dreadnought,Blood Angels,12.0,10,2,7,6,6.0,4,6,2,0.667,9,-4,3.5,18,6,0.667,12,-2,3.0,False,False,False,0,True,False,False,False,False,2,0,False,False,False,False,False,False,False,False,0,False,False,False,False,2,802.6,,VEHICLE|WALKER
blood_angels_death_company_dreadnought_with_magna_grapple_legends,Death Company Dreadnought with Magna-Grapple [Legends],Blood Angels,8.0,9,2,7,6,6.0,3,6,1,0.667,9,-4,3.5,12,7,0.667,8,-2,3.0,False,False,False,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,0,False,False,False,False,1,491.3,,VEHICLE|WALKER
blood_angels_death_company_intercessors,Death Company Intercessors,Blood Angels,2.0,4,3,7,6,6.0,1,6,4,1.0,3,0,1.0,12,3,0.667,5,-1,1.25,False,False,True,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,41.2,,INFANTRY
blood_angels_death_company_marines,Death Company Marines,Blood Angels,2.0,4,3,7,6,6.0,1,6,1,0.667,5,-2,1.22,18,4,0.65,5,-1,1.3,False,False,True,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,39.4,,INFANTRY
blood_angels_death_company_marines_with_bolt_rifles,Death Company Marines with Bolt Rifles,Blood Angels,2.0,4,3,7,6,6.0,1,6,1,0.667,4,-1,1.1,24,3,0.65,5,0,1.2,True,True,True,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,31.8,,INFANTRY
blood_angels_death_company_marines_with_boltguns_and_jump_packs_legends,Death Company Marines with Boltguns and Jump Packs [Legends],Blood Angels,2.0,4,3,7,6,6.0,1,6,3,0.5,8,-2,2.0,1,3,0.5,8,-2,2.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,True,0,False,False,False,False,0,127.5,,INFANTRY
blood_angels_death_company_marines_with_boltguns_legends,Death Company Marines with Boltguns [Legends],Blood Angels,2.0,4,3,7,6,6.0,1,6,3,0.5,8,-2,2.0,1,3,0.5,8,-2,2.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,False,0,False,False,False,False,0,127.5,,INFANTRY
blood_angels_death_company_marines_with_jump_packs,Death Company Marines with Jump Packs,Blood Angels,2.0,4,3,7,6,6.0,1,6,1,0.667,6,-2,1.4,18,4,0.65,5,-1,1.3,False,False,True,0,False,False,False,False,False,2,0,False,False,False,False,True,False,False,True,0,False,False,False,True,0,43.0,,INFANTRY|FLY
blood_angels_gabriel_seth_legends,Gabriel Seth [Legends],Blood Angels,6.0,4,3,4,7,6.0,1,6,1,0.833,4,0,1.0,12,6,0.833,8,-2,3.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,54.4,,CHARACTER|INFANTRY
blood_angels_lemartes,Lemartes,Blood Angels,4.0,4,3,4,6,6.0,1,5,1,0.833,5,-1,2.0,18,5,0.833,6,-2,2.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,True,0,67.5,,CHARACTER|INFANTRY|FLY
blood_angels_librarian_dreadnought_legends,Librarian Dreadnought [Legends],Blood Angels,8.0,9,2,7,5,6.0,3,6,1,0.667,12,-3,6.5,18,5,0.667,12,-3,3.0,False,False,False,0,False,False,False,False,False,0,2,False,False,False,False,True,False,False,False,0,False,False,False,False,1,563.2,,VEHICLE|WALKER|PSYKER
blood_angels_sanguinary_guard,Sanguinary Guard,Blood Angels,3.0,4,2,4,5,6.0,1,6,1,0.667,8,-4,2.0,6,4,0.667,6,-3,2.0,False,False,True,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,True,0,False,False,False,True,0,120.0,,INFANTRY|FLY
blood_angels_sanguinary_priest,Sanguinary Priest,Blood Angels,4.0,4,3,7,4,6.0,1,6,1,0.667,5,-1,2.0,18,5,0.667,4,-1,1.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,60.0,,CHARACTER|INFANTRY
blood_angels_sanguinary_priest_on_bike_legends,Sanguinary Priest on Bike [Legends],Blood Angels,5.0,5,3,7,4,6.0,2,6,1,0.667,8,-4,2.0,6,4,0.667,8,-2,2.0,False,False,True,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,131.3,,CHARACTER|MOUNTED
blood_angels_sanguinary_priest_with_jump_pack_legends,Sanguinary Priest with Jump Pack [Legends],Blood Angels,4.0,4,3,7,4,6.0,1,6,1,0.833,4,0,1.0,12,5,0.833,4,-1,1.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,True,0,39.4,,CHARACTER|INFANTRY|FLY
blood_angels_the_sanguinor,The Sanguinor,Blood Angels,7.0,4,2,4,7,6.0,1,6,8,0.833,6,-3,2.0,1,8,0.833,6,-3,2.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,True,0,False,False,True,True,0,604.8,,CHARACTER|INFANTRY|FLY
blood_angels_tycho_the_lost_legends,Tycho the Lost [Legends],Blood Angels,4.0,4,2,4,7,6.0,1,6,2,0.833,4,-1,2.0,24,6,0.833,4,-1,2.0,False,False,False,0,False,False,False,False,False,2,0,True,False,False,False,False,False,False,False,0,False,False,False,False,0,116.2,INFANTRY:4,CHARACTER|INFANTRY
chaos_daemons_library_aetaos_rau_keres_legends,Aetaos'rau'keres [Legends],Chaos Daemons,24.0,10,6,7,7,6.0,6,6,9,0.833,10,-2,2.0,24,6,0.667,8,-2,3.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,True,1,778.3,,MONSTER|CHARACTER|TITANIC|TOWERING|FLY|PSYKER|DAEMON
chaos_daemons_library_an_ggrath_the_unbound_legends,An'ggrath the Unbound [Legends],Chaos Daemons,24.0,11,4,7,7,6.0,6,6,9,0.833,8,0,2.0,12,8,0.833,16,-4,5.5,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,1,641.1,,MONSTER|CHARACTER|TITANIC|TOWERING|DAEMON
chaos_daemons_library_be_lakor,Be'lakor,Chaos Daemons,20.0,11,3,7,7,6.0,5,6,12,0.833,6,-3,1.0,18,7,0.833,14,-4,4.5,False,False,False,0,False,True,False,False,False,0,0,True,False,False,False,True,False,True,True,0,False,False,False,True,3,824.8,,MONSTER|CHARACTER|FLY|PSYKER|DAEMON
chaos_daemons_library_beasts_of_nurgle,Beasts of Nurgle,Chaos Daemons,7.0,9,6,7,7,6.0,3,7,6,0.5,6,-1,2.0,1,6,0.5,6,-1,2.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,True,6,False,False,False,False,1,198.0,,BEAST|DAEMON
chaos_daemons_library_bloodcrushers,Bloodcrushers,Chaos Daemons,4.0,7,3,7,7,6.0,2,7,3,0.583,6,-2,1.5,1,3,0.583,6,-2,1.5,False,False,False,0,False,False,False,False,True,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,123.7,,MOUNTED|DAEMON
chaos_daemons_library_bloodletters,Bloodletters,Chaos Daemons,1.0,4,7,7,7,6.0,2,7,2,0.667,5,-2,2.0,1,2,0.667,5,-2,2.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,82.5,,INFANTRY|BATTLELINE|DAEMON
chaos_daemons_library_bloodmaster,Bloodmaster,Chaos Daemons,4.0,4,5,7,4,6.0,1,7,5,0.833,6,-2,3.0,1,5,0.833,6,-2,3.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,389.8,,INFANTRY|CHARACTER|DAEMON
chaos_daemons_library_bloodthirster,Bloodthirster,Chaos Daemons,18.0,11,3,7,4,6.0,5,6,6,0.833,8,-1,2.0,12,7,0.833,16,-4,5.5,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,True,3,686.1,,MONSTER|CHARACTER|FLY|DAEMON
chaos_daemons_library_blue_horrors,Blue Horrors,Chaos Daemons,1.0,3,8,7,7,6.0,1,8,2,0.5,3,-1,1.0,18,1,0.333,3,0,1.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,True,False,False,False,0,13.1,,INFANTRY|BATTLELINE|DAEMON
chaos_daemons_library_burning_chariot,Burning Chariot,Chaos Daemons,9.0,8,7,7,7,6.0,3,7,3,0.667,9,-3,3.0,18,6,0.5,6,-2,2.0,False,False,False,0,False,True,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,True,0,348.9,,MOUNTED|DAEMON|FLY
chaos_daemons_library_changecaster,Changecaster,Chaos Daemons,3.0,3,6,7,4,6.0,1,7,3,0.667,6,-2,2.0,18,3,0.5,4,-1,1.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,True,False,False,True,0,False,False,False,False,0,126.8,,INFANTRY|CHARACTER|PSYKER|DAEMON
chaos_daemons_library_contorted_epitome,Contorted Epitome,Chaos Daemons,8.0,6,5,7,4,6.0,2,7,8,0.833,4,-1,1.0,1,8,0.833,4,-1,1.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,True,0,False,False,False,False,0,157.5,,INFANTRY|CHARACTER|PSYKER
chaos_daemons_library_daemon_prince_of_chaos,Daemon Prince of Chaos,Chaos Daemons,10.0,10,2,7,4,6.0,3,6,3,0.833,5,-1,2.0,24,6,0.833,8,-2,3.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,2,562.5,,MONSTER|CHARACTER|DAEMON
chaos_daemons_library_daemon_prince_of_chaos_with_wings,Daemon Prince of Chaos with wings,Chaos Daemons,10.0,9,2,7,4,6.0,3,6,3,0.833,5,-1,2.0,24,6,0.833,8,-2,3.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,True,2,562.5,,MONSTER|CHARACTER|DAEMON|FLY
chaos_daemons_library_daemonettes,Daemonettes,Chaos Daemons,1.0,3,7,7,7,6.0,2,7,3,0.667,4,-1,1.0,1,3,0.667,4,-1,1.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,True,0,False,False,False,False,0,35.6,,INFANTRY|BATTLELINE|DAEMON
chaos_daemons_library_epidemius,Epidemius,Chaos Daemons,8.0,5,6,7,7,6.0,2,7,6,0.667,5,-2,2.0,1,6,0.667,5,-2,2.0,False,False,False,0,False,False,False,True,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,296.1,,INFANTRY|CHARACTER|DAEMON
chaos_daemons_library_exalted_flamer,Exalted Flamer,Chaos Daemons,6.0,4,7,7,7,6.0,1,7,3,0.667,9,-3,3.0,18,4,0.5,5,0,1.0,False,False,False,0,False,True,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,True,0,296.4,,INFANTRY|CHARACTER|FLY|DAEMON
chaos_daemons_library_exalted_seeker_chariot_legends,Exalted Seeker Chariot [Legends],Chaos Daemons,12.0,6,5,7,7,6.0,5,7,6,0.667,4,0,1.0,6,14,0.667,4,-1,1.0,True,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,112.5,INFANTRY:3,MOUNTED|DAEMON
chaos_daemons_library_fateskimmer,Fateskimmer,Chaos Daemons,9.0,7,6,7,4,6.0,3,7,3,0.667,6,-2,2.0,18,6,0.5,6,-2,2.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,True,False,False,True,0,False,False,False,True,0,160.6,,MOUNTED|CHARACTER|FLY|PSYKER|DAEMON
chaos_daemons_library_fiends,Fiends,Chaos Daemons,4.0,5,7,7,7,6.0,2,7,5,0.667,5,-2,2.0,1,5,0.667,5,-2,2.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,True,0,False,False,False,False,0,215.1,,BEAST|DAEMON
chaos_daemons_library_flamers,Flamers,Chaos Daemons,3.0,4,7,7,7,6.0,1,7,4,1.0,4,-1,1.0,12,3,0.5,4,0,1.0,False,False,False,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,True,0,66.6,,INFANTRY|FLY|DAEMON
chaos_daemons_library_flesh_hounds,Flesh Hounds,Chaos Daemons,2.0,4,7,7,7,6.0,1,7,4,1.0,4,0,1.0,12,3,0.667,5,-1,1.0,False,False,False,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,44.4,,BEAST|DAEMON
chaos_daemons_library_fluxmaster,Fluxmaster,Chaos Daemons,4.0,4,6,7,4,6.0,1,7,3,0.667,6,-2,2.0,18,3,0.5,4,-1,1.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,True,False,False,True,0,False,False,False,True,0,132.1,,MOUNTED|CHARACTER|FLY|PSYKER|DAEMON
chaos_daemons_library_furies_legends,Furies [Legends],Chaos Daemons,1.0,3,7,7,7,6.0,1,8,2,0.5,4,0,1.0,1,2,0.5,4,0,1.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,True,0,13.1,,INFANTRY|DAEMON|FLY
chaos_daemons_library_giant_chaos_spawn_legends,Giant Chaos Spawn [Legends],Chaos Daemons,10.0,8,4,7,5,6.0,3,7,10,0.667,10,-1,2.0,1,10,0.667,10,-1,2.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,506.4,,MONSTER
chaos_daemons_library_great_unclean_one,Great Unclean One,Chaos Daemons,20.0,12,5,7,6,6.0,5,6,6,1.0,5,-2,1.0,12,6,0.833,10,-2,4.5,False,False,False,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,3,420.0,,MONSTER|CHARACTER|PSYKER|DAEMON
chaos_daemons_library_hellflayer_legends,Hellflayer [Legends],Chaos Daemons,7.0,6,5,7,7,6.0,3,7,6,0.667,4,0,1.0,6,6,0.611,5,0,1.33,True,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,84.4,INFANTRY:3,MOUNTED|DAEMON
chaos_daemons_library_herald_of_slaanesh_on_steed_of_slaanesh_legends,Herald of Slaanesh on Steed of Slaanesh [Legends],Chaos Daemons,4.0,4,7,7,4,6.0,2,7,6,0.833,4,-1,1.0,1,6,0.833,4,-1,1.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,True,9,False,False,False,False,0,94.3,,MOUNTED|CHARACTER|PSYKER|DAEMON
chaos_daemons_library_horticulous_slimux,Horticulous Slimux,Chaos Daemons,10.0,10,3,7,7,6.0,2,7,4,0.667,6,-2,3.0,1,4,0.667,6,-2,3.0,False,False,False,0,False,False,False,True,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,465.1,,MOUNTED|CHARACTER|DAEMON
chaos_daemons_library_infernal_enrapturess,Infernal Enrapturess,Chaos Daemons,3.0,3,7,7,4,6.0,1,7,1,0.667,12,-3,4.5,24,5,0.833,4,-1,1.0,True,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,146.3,,INFANTRY|CHARACTER|DAEMON
chaos_daemons_library_kairos_fateweaver,Kairos Fateweaver,Chaos Daemons,20.0,10,6,7,7,6.0,5,6,8,0.833,9,-3,2.0,24,5,0.667,8,-2,4.0,False,False,False,0,False,False,False,False,False,0,0,False,False,True,True,True,False,False,True,0,False,False,False,True,3,804.8,,MONSTER|CHARACTER|FLY|PSYKER|DAEMON
chaos_daemons_library_karanak_legends,Karanak [Legends],Chaos Daemons,5.0,4,7,7,3,6.0,1,7,6,0.833,6,-1,2.0,1,6,0.833,6,-1,2.0,False,False,False,0,False,False,False,False,False,0,0,False,True,False,False,False,False,False,True,0,False,False,False,False,0,237.4,,BEAST|CHARACTER|DAEMON
chaos_daemons_library_keeper_of_secrets,Keeper of Secrets,Chaos Daemons,18.0,10,5,7,4,6.0,5,6,9,0.833,6,-2,1.0,18,6,0.833,8,-2,3.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,True,False,False,True,0,False,False,False,False,3,427.4,,MONSTER|CHARACTER|PSYKER|DAEMON
chaos_daemons_library_khorne_soul_grinder,Khorne Soul Grinder,Chaos Daemons,14.0,11,3,7,7,6.0,5,7,7,1.0,5,-1,1.0,12,5,0.667,16,-3,5.5,False,False,False,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,2,472.5,,VEHICLE|WALKER|DAEMON
chaos_daemons_library_lord_of_change,Lord of Change,Chaos Daemons,18.0,10,6,7,4,6.0,5,6,9,0.833,9,-2,2.0,18,5,0.667,6,-1,3.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,True,False,False,True,0,False,False,False,True,3,724.3,,MONSTER|CHARACTER|FLY|PSYKER|DAEMON
chaos_daemons_library_nurgle_soul_grinder,Nurgle Soul Grinder,Chaos Daemons,14.0,11,3,7,7,6.0,5,7,4,0.667,7,-1,2.0,36,5,0.667,16,-3,5.5,False,False,False,0,False,False,False,True,False,0,0,False,False,True,True,False,False,False,True,0,False,False,False,False,2,450.1,,VEHICLE|WALKER|DAEMON
chaos_daemons_library_nurglings,Nurglings,Chaos Daemons,4.0,3,7,7,7,6.0,1,8,4,0.333,2,0,1.0,1,4,0.333,2,0,1.0,False,False,False,0,False,False,False,True,False,0,0,False,False,False,False,False,False,False,True,0,True,False,False,False,0,12.5,,SWARM|BATTLELINE|DAEMON
chaos_daemons_library_pink_horrors,Pink Horrors,Chaos Daemons,1.0,3,7,7,7,6.0,1,8,2,0.667,4,-1,1.0,18,1,0.5,3,0,1.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,24.4,,INFANTRY|BATTLELINE|DAEMON
chaos_daemons_library_plague_drones,Plague Drones,Chaos Daemons,5.0,8,6,7,7,6.0,2,7,2,0.5,4,0,1.0,12,2,0.583,4,-1,1.5,False,False,False,0,False,False,False,True,False,0,0,False,False,True,False,False,False,False,True,0,False,False,False,True,0,56.3,,MOUNTED|FLY|DAEMON
chaos_daemons_library_plague_toads_legends,Plague Toads [Legends],Chaos Daemons,4.0,8,6,7,7,6.0,2,7,2,0.5,5,0,1.0,9,3,0.667,6,-1,2.0,False,False,False,0,False,False,False,True,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,51.0,,BEAST|DAEMON
chaos_daemons_library_plaguebearers,Plaguebearers,Chaos Daemons,2.0,5,7,7,7,6.0,2,7,2,0.667,4,-1,1.0,1,2,0.667,4,-1,1.0,False,False,False,0,False,False,False,True,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,30.0,,INFANTRY|BATTLELINE|DAEMON
